Leaves,Order,Family,Subfamily,Genus,Family Definition
NC_023500,Bardichvirales,Bardicheviridae,Azeredovirinae_1,Phietavirus_7,Newly defined
NC_021326,Bardichvirales,Bardicheviridae,Azeredovirinae_1,Phietavirus_7,Newly defined
NC_021863,Bardichvirales,Bardicheviridae,Azeredovirinae_1,Phietavirus_1,Newly defined
NC_054975,Bardichvirales,Bardicheviridae,Azeredovirinae_1,Phietavirus_1,Newly defined
NC_010808,Bardichvirales,Bardicheviridae,Azeredovirinae_1,Phietavirus_1,Newly defined
NC_054983,Bardichvirales,Bardicheviridae,Azeredovirinae_1,Phietavirus_1,Newly defined
NC_007064,Bardichvirales,Bardicheviridae,Azeredovirinae_1,Phietavirus_1,Newly defined
NC_007063,Bardichvirales,Bardicheviridae,Azeredovirinae_1,Phietavirus_1,Newly defined
NC_054981,Bardichvirales,Bardicheviridae,Azeredovirinae_1,Phietavirus_2,Newly defined
NC_007061,Bardichvirales,Bardicheviridae,Azeredovirinae_1,Phietavirus_2,Newly defined
NC_030652,Bardichvirales,Bardicheviridae,Azeredovirinae_1,Phietavirus_2,Newly defined
NC_007062,Bardichvirales,Bardicheviridae,Azeredovirinae_1,Phietavirus_2,Newly defined
NC_007060,Bardichvirales,Bardicheviridae,Azeredovirinae_1,Phietavirus_2,Newly defined
NC_028915,Bardichvirales,Bardicheviridae,Azeredovirinae_1,Phietavirus_8,Newly defined
NC_003288,Bardichvirales,Bardicheviridae,Azeredovirinae_1,,Newly defined
NC_009526,Bardichvirales,Bardicheviridae,Azeredovirinae_2,Dubowvirus_1,Newly defined
NC_011614,Bardichvirales,Bardicheviridae,Azeredovirinae_2,,Newly defined
NC_007050,Bardichvirales,Bardicheviridae,Azeredovirinae_2,Dubowvirus_1,Newly defined
NC_055024,Bardichvirales,Bardicheviridae,,Coventryvirus,Newly defined
NC_055019,Bardichvirales,Bardicheviridae,,Coventryvirus,Newly defined
NC_055025,Bardichvirales,Bardicheviridae,,Coventryvirus,Newly defined
NC_055023,Bardichvirales,Bardicheviridae,,Coventryvirus,Newly defined
NC_055021,Bardichvirales,Bardicheviridae,,Coventryvirus,Newly defined
NC_070727,Bardichvirales,Bardicheviridae,,,Newly defined
NC_018281,Bardichvirales,Bardicheviridae,,,Newly defined
NC_055022,Bardichvirales,Bardicheviridae,,Coventryvirus,Newly defined
NC_007056,Bardichvirales,Bardicheviridae,,,Newly defined
NC_054973,Bardichvirales,Bardicheviridae,Azeredovirinae_2,Dubowvirus_3,Newly defined
NC_008798,Bardichvirales,Bardicheviridae,Azeredovirinae_2,Dubowvirus_3,Newly defined
NC_028913,Bardichvirales,Bardicheviridae,Azeredovirinae_2,Dubowvirus_1,Newly defined
NC_008583,Bardichvirales,Bardicheviridae,Azeredovirinae_2,Dubowvirus_1,Newly defined
NC_007055,Bardichvirales,Bardicheviridae,,,Newly defined
NC_007065,Bardichvirales,Bardicheviridae,,,Newly defined
NC_007047,Bardichvirales,Bardicheviridae,,,Newly defined
NC_054977,Bardichvirales,Bardicheviridae,Azeredovirinae_2,Dubowvirus_2,Newly defined
NC_014460,Bardichvirales,Bardicheviridae,Azeredovirinae_2,,Newly defined
NC_054974,Bardichvirales,Bardicheviridae,Azeredovirinae_2,Dubowvirus_2,Newly defined
NC_054976,Bardichvirales,Bardicheviridae,Azeredovirinae_2,Dubowvirus_2,Newly defined
NC_054978,Bardichvirales,Bardicheviridae,Azeredovirinae_2,,Newly defined
NC_029010,Bardichvirales,Bardicheviridae,Azeredovirinae_2,Dubowvirus_3,Newly defined
NC_055020,Bardichvirales,Bardicheviridae,,Coventryvirus,Newly defined
NC_054433,Vilmavirales,Molotovviridae,,,Newly defined
NC_054432,Vilmavirales,Molotovviridae,,,Newly defined
NC_048176,Demerecvirales,Mortarviridae,,Godonkavirus,Newly defined
NC_070764,Demerecvirales,Mortarviridae,,Godonkavirus,Newly defined
NC_070761,Demerecvirales,Mortarviridae,,,Newly defined
NC_049809,Bardichvirales,Muramasaviridae,,,Newly defined
NC_049810,Bardichvirales,Muramasaviridae,,Vedamuthuvirus,Newly defined
NC_049811,Bardichvirales,Muramasaviridae,,Vedamuthuvirus,Newly defined
NC_021861,Bardichvirales,Muramasaviridae,,Vedamuthuvirus,Newly defined
NC_049812,Bardichvirales,Muramasaviridae,,Vedamuthuvirus,Newly defined
NC_031125,Bardichvirales,Naginataviridae,,Pleetrevirus,Newly defined
NC_028783,Bardichvirales,Naginataviridae,,Pleetrevirus,Newly defined
NC_023859,Vilmavirales,Nerfviridae,,,Newly defined
NC_042001,Vilmavirales,Nerfviridae,,Amigovirus,Newly defined
NC_041949,Vilmavirales,Nerfviridae,,Amigovirus,Newly defined
NC_070953,Labrysvirales,Nightshadeviridae,,,Newly defined
NC_005879,Labrysvirales,Nightshadeviridae,,Enhodamvirus,Newly defined
NC_027118,Labrysvirales,Nightshadeviridae,,Enhodamvirus,Newly defined
NC_005891,Labrysvirales,Nightshadeviridae,,Enhodamvirus,Newly defined
NC_070933,Labrysvirales,Nightshadeviridae,,,Newly defined
NC_031004,Vilmavirales,Oblivionviridae,,,Newly defined
NC_048028,Vilmavirales,Onagerviridae,,Ronaldovirus,Newly defined
NC_042032,Vilmavirales,Onagerviridae,,Marvinvirus,Newly defined
NC_024138,Vilmavirales,Onagerviridae,,Marvinvirus,Newly defined
NC_048027,Vilmavirales,Onagerviridae,,Ronaldovirus,Newly defined
NC_005284,Drexlervirales,Pepperboxviridae,,Stanholtvirus,Newly defined
NC_003309,Drexlervirales,Pepperboxviridae,,Stanholtvirus,Newly defined
NC_055026,Drexlervirales,Pepperboxviridae,,,Newly defined
NC_009235,Drexlervirales,Pepperboxviridae,,Stanholtvirus,Newly defined
NC_071014,Demerecvirales,Pikeviridae,,,Newly defined
NC_053211,Bayonettevirales,Bayonetteviridae,,Dexdertvirus,Newly defined
NC_053210,Bayonettevirales,Bayonetteviridae,,Dexdertvirus,Newly defined
NC_028665,Bayonettevirales,Bayonetteviridae,,Dexdertvirus,Newly defined
NC_053246,Bayonettevirales,Bayonetteviridae,,,Newly defined
NC_055867,Bayonettevirales,Bayonetteviridae,,,Newly defined
NC_041925,Drexlervirales,Poniardviridae,,,Newly defined
NC_042091,Demerecvirales,Recurveviridae,,,Newly defined
NC_041910,Demerecvirales,Recurveviridae,,Mardecavirus,Newly defined
NC_019713,Demerecvirales,Recurveviridae,,Mardecavirus,Newly defined
NC_070949,Drexlervirales,Rhomphaiaviridae,,,Newly defined
NC_047914,Thumleimavirales,Ripwingviridae,,,Newly defined
NC_047911,Thumleimavirales,Ripwingviridae,,,Newly defined
NC_047915,Thumleimavirales,Ripwingviridae,,,Newly defined
NC_048678,Thumleimavirales,Scorpionviridae,,Nylescharonvirus,Newly defined
NC_048679,Thumleimavirales,Scorpionviridae,,Nylescharonvirus,Newly defined
NC_048892,Thumleimavirales,Scorpionviridae,,,Newly defined
NC_019916,Bardichvirales,Scytheviridae,,Coetzeevirus,Newly defined
NC_006936,Bardichvirales,Scytheviridae,,,Newly defined
NC_016161,Bardichvirales,Scytheviridae,,Coetzeevirus,Newly defined
NC_026597,Vilmavirales,Shrapnelviridae,,,Newly defined
NC_024135,Vilmavirales,Shrapnelviridae,,Bernalvirus,Newly defined
NC_051726,Vilmavirales,Shrapnelviridae,,Bernalvirus,Newly defined
NC_041961,Bayonettevirales,Stilettoviridae,,,Newly defined
NC_070838,Bayonettevirales,Stilettoviridae,,,Newly defined
NC_071004,Bayonettevirales,Stilettoviridae,,,Newly defined
NC_048782,Vilmavirales,Tabarviridae,,,Newly defined
NC_048070,Vilmavirales,Tabarviridae,,,Newly defined
NC_042139,Vilmavirales,Tabarviridae,,,Newly defined
NC_048166,Dirkvirales,Tomahawkviridae,,,Newly defined
NC_047902,Dirkvirales,Tomahawkviridae,,,Newly defined
NC_047757,Dirkvirales,Tomahawkviridae,,,Newly defined
NC_031269,Vilmavirales,Bazookaviridae,Nymbaxtervirinae,Baxterfoxvirus,Newly defined
NC_070796,Vilmavirales,Bazookaviridae,Nymbaxtervirinae,,Newly defined
NC_031226,Vilmavirales,Bazookaviridae,Nymbaxtervirinae,Baxterfoxvirus,Newly defined
NC_070819,Vilmavirales,Bazookaviridae,Nymbaxtervirinae,,Newly defined
NC_070789,Vilmavirales,Bazookaviridae,Nymbaxtervirinae,Nymphadoravirus,Newly defined
NC_070788,Vilmavirales,Bazookaviridae,Nymbaxtervirinae,,Newly defined
NC_048019,Vilmavirales,Bazookaviridae,,Ruthyvirus,Newly defined
NC_053172,Vilmavirales,Bazookaviridae,,Ruthyvirus,Newly defined
NC_070790,Vilmavirales,Bazookaviridae,Nymbaxtervirinae,Nymphadoravirus,Newly defined
NC_031061,Vilmavirales,Bazookaviridae,Nymbaxtervirinae,Nymphadoravirus,Newly defined
NC_070794,Vilmavirales,Bazookaviridae,Nymbaxtervirinae,Nymphadoravirus,Newly defined
NC_070787,Vilmavirales,Bazookaviridae,Nymbaxtervirinae,Nymphadoravirus,Newly defined
NC_070793,Vilmavirales,Bazookaviridae,Nymbaxtervirinae,Nymphadoravirus,Newly defined
NC_031233,Vilmavirales,Bazookaviridae,Nymbaxtervirinae,Nymphadoravirus,Newly defined
NC_070791,Vilmavirales,Bazookaviridae,Nymbaxtervirinae,Nymphadoravirus,Newly defined
NC_070792,Vilmavirales,Bazookaviridae,Nymbaxtervirinae,Nymphadoravirus,Newly defined
NC_031097,Vilmavirales,Bazookaviridae,Nymbaxtervirinae,Nymphadoravirus,Newly defined
NC_070795,Vilmavirales,Bazookaviridae,Nymbaxtervirinae,Nymphadoravirus,Newly defined
NC_048847,Demerecvirales,Trebuchetviridae,,,Newly defined
NC_056724,Bardichvirales,Trojanviridae,,,Newly defined
NC_031036,Bardichvirales,Trojanviridae,,,Newly defined
NC_028830,Bardichvirales,Trojanviridae,,,Newly defined
NC_028807,Vilmavirales,ZweihÃ¤nderviridae,,,Newly defined
NC_041877,Demerecvirales,Nagantviridae,,,Newly defined
NC_042082,Demerecvirales,Nagantviridae,,,Newly defined
NC_047983,Thumleimavirales,Katarviridae,,,Newly defined
NC_027990,Thumleimavirales,Katarviridae,,,Newly defined
NC_011142,Thumleimavirales,Voulgeviridae,,,Newly defined
NC_070774,Thumleimavirales,Voulgeviridae,,,Newly defined
NC_020489,Drexlervirales,Estocviridae,,,Newly defined
NC_041868,Drexlervirales,Estocviridae,,,Newly defined
NC_070772,Drexlervirales,Tepoztopilliviridae,,,Newly defined
NC_070773,Drexlervirales,Tepoztopilliviridae,,,Newly defined
NC_048106,Demerecvirales,Macuahuitlviridae,,,Newly defined
NC_019516,Demerecvirales,Macuahuitlviridae,,,Newly defined
NC_048739,Madridvirales,Urumiviridae,,,Newly defined
NC_048740,Madridvirales,Urumiviridae,,,Newly defined
NC_027351,Demerecvirales,Blunderbussviridae,Vequintavirinae_1,Mydovirus,Newly defined
NC_016071,Demerecvirales,Blunderbussviridae,Vequintavirinae_1,Mydovirus,Newly defined
NC_019400,Demerecvirales,Blunderbussviridae,Vequintavirinae_1,Mydovirus,Newly defined
NC_022968,Demerecvirales,Blunderbussviridae,Vequintavirinae_1,Mydovirus,Newly defined
NC_028659,Demerecvirales,Blunderbussviridae,Vequintavirinae_1,Mydovirus,Newly defined
NC_048656,Demerecvirales,Blunderbussviridae,Vequintavirinae_1,Mydovirus,Newly defined
NC_048741,Demerecvirales,Blunderbussviridae,Vequintavirinae_1,Mydovirus,Newly defined
NC_048873,Demerecvirales,Blunderbussviridae,Vequintavirinae_1,Mydovirus,Newly defined
NC_048682,Demerecvirales,Blunderbussviridae,Vequintavirinae_1,Mydovirus,Newly defined
NC_048647,Demerecvirales,Blunderbussviridae,Vequintavirinae_1,Mydovirus,Newly defined
NC_048807,Demerecvirales,Blunderbussviridae,Vequintavirinae_1,Henunavirus,Newly defined
NC_048828,Demerecvirales,Blunderbussviridae,Vequintavirinae_1,Henunavirus,Newly defined
NC_025830,Demerecvirales,Blunderbussviridae,,,Newly defined
NC_017974,Demerecvirales,Blunderbussviridae,Vequintavirinae_2,Certrevirus,Newly defined
NC_024354,Demerecvirales,Blunderbussviridae,Vequintavirinae_2,Certrevirus,Newly defined
NC_028672,Demerecvirales,Blunderbussviridae,Vequintavirinae_2,Certrevirus,Newly defined
NC_023717,Demerecvirales,Blunderbussviridae,Vequintavirinae_2,Certrevirus,Newly defined
NC_020201,Demerecvirales,Blunderbussviridae,Vequintavirinae_2,,Newly defined
NC_015157,Demerecvirales,Blunderbussviridae,,,Newly defined
NC_048769,Demerecvirales,Blunderbussviridae,,Plateaulakevirus,Newly defined
NC_048771,Demerecvirales,Blunderbussviridae,,Plateaulakevirus,Newly defined
NC_048770,Demerecvirales,Blunderbussviridae,,Plateaulakevirus,Newly defined
NC_048772,Demerecvirales,Blunderbussviridae,,Plateaulakevirus,Newly defined
NC_052663,Demerecvirales,Blunderbussviridae,,Phapecoctavirus,Newly defined
NC_052657,Demerecvirales,Blunderbussviridae,,Phapecoctavirus,Newly defined
NC_023693,Demerecvirales,Blunderbussviridae,,Phapecoctavirus,Newly defined
NC_052653,Demerecvirales,Blunderbussviridae,,Phapecoctavirus,Newly defined
NC_028248,Demerecvirales,Blunderbussviridae,,,Newly defined
NC_011041,Demerecvirales,Blunderbussviridae,,Vequintavirus,Newly defined
NC_019517,Demerecvirales,Blunderbussviridae,,Vequintavirus,Newly defined
NC_022323,Demerecvirales,Blunderbussviridae,,Vequintavirus,Newly defined
NC_024134,Demerecvirales,Blunderbussviridae,,Vequintavirus,Newly defined
NC_041871,Demerecvirales,Blunderbussviridae,,Vequintavirus,Newly defined
NC_041869,Demerecvirales,Blunderbussviridae,,Vequintavirus,Newly defined
NC_041937,Demerecvirales,Blunderbussviridae,,Vequintavirus,Newly defined
NC_052655,Demerecvirales,Blunderbussviridae,,Phapecoctavirus,Newly defined
NC_047770,Demerecvirales,Blunderbussviridae,,Phapecoctavirus,Newly defined
NC_048196,Demerecvirales,Blunderbussviridae,,Phapecoctavirus,Newly defined
NC_020079,Demerecvirales,Blunderbussviridae,,Phapecoctavirus,Newly defined
NC_052654,Demerecvirales,Blunderbussviridae,,Phapecoctavirus,Newly defined
NC_052652,Demerecvirales,Blunderbussviridae,,Phapecoctavirus,Newly defined
NC_052659,Demerecvirales,Blunderbussviridae,,Phapecoctavirus,Newly defined
NC_052662,Demerecvirales,Blunderbussviridae,,Phapecoctavirus,Newly defined
NC_052660,Demerecvirales,Blunderbussviridae,,Phapecoctavirus,Newly defined
NC_062742,Demerecvirales,Blunderbussviridae,,Phapecoctavirus,Newly defined
NC_052658,Demerecvirales,Blunderbussviridae,,Phapecoctavirus,Newly defined
NC_052656,Demerecvirales,Blunderbussviridae,,Phapecoctavirus,Newly defined
NC_047994,Demerecvirales,Blunderbussviridae,,Phapecoctavirus,Newly defined
NC_052661,Demerecvirales,Blunderbussviridae,,Phapecoctavirus,Newly defined
NC_047776,Demerecvirales,Blunderbussviridae,,Phapecoctavirus,Newly defined
NC_048848,Bardichvirales,Hellfireviridae,,,Newly defined
NC_019486,Bardichvirales,Hellfireviridae,,,Newly defined
NC_048101,Vilmavirales,Ranseurviridae,,,Newly defined
NC_048139,Vilmavirales,Ranseurviridae,,,Newly defined
NC_049340,Strabovirales,Thunderstickviridae,,,Newly defined
NC_049383,Strabovirales,Thunderstickviridae,,,Newly defined
NC_070932,Excaliburvirales,Yariviridae,,,Newly defined
NC_070876,Excaliburvirales,Yariviridae,,,Newly defined
NC_048193,Strabovirales,Aliceevansviridae_1,,,ICTV VMR38
NC_028697,Bardichvirales,Aliceevansviridae_2,,,ICTV VMR38
NC_070924,Bardichvirales,Aliceevansviridae_2,,Paclarkvirus,ICTV VMR38
NC_022791,Bardichvirales,Aliceevansviridae_2,,Paclarkvirus,ICTV VMR38
NC_031915,Bardichvirales,Aliceevansviridae_2,,Paclarkvirus,ICTV VMR38
NC_070929,Bardichvirales,Aliceevansviridae_2,,Paclarkvirus,ICTV VMR38
NC_070927,Bardichvirales,Aliceevansviridae_2,,Paclarkvirus,ICTV VMR38
NC_070922,Bardichvirales,Aliceevansviridae_2,,Paclarkvirus,ICTV VMR38
NC_070930,Bardichvirales,Aliceevansviridae_2,,Paclarkvirus,ICTV VMR38
NC_070923,Bardichvirales,Aliceevansviridae_2,,Paclarkvirus,ICTV VMR38
NC_070928,Bardichvirales,Aliceevansviridae_2,,Paclarkvirus,ICTV VMR38
NC_070925,Bardichvirales,Aliceevansviridae_2,,Paclarkvirus,ICTV VMR38
NC_003050,Bardichvirales,Aliceevansviridae_2,,Paclarkvirus,ICTV VMR38
NC_070926,Bardichvirales,Aliceevansviridae_2,,Paclarkvirus,ICTV VMR38
NC_062748,Crassvirales,Assiduviridae,,,ICTV VMR38
NC_062753,Crassvirales,Assiduviridae,,,ICTV VMR38
NC_021799,Crassvirales,Assiduviridae,,,ICTV VMR38
NC_021802,Crassvirales,Assiduviridae,,,ICTV VMR38
NC_048174,Autographivirales,Autographiviridae_1,Slopekvirinae_1,,ICTV VMR38
NC_025418,Autographivirales,Autographiviridae_1,Slopekvirinae_1,,ICTV VMR38
NC_047929,Autographivirales,Autographiviridae_1,Slopekvirinae_1,Drulisvirus_1,ICTV VMR38
NC_047748,Autographivirales,Autographiviridae_1,Slopekvirinae_1,Drulisvirus_1,ICTV VMR38
NC_028816,Autographivirales,Autographiviridae_1,Slopekvirinae_1,Drulisvirus_1,ICTV VMR38
NC_028870,Autographivirales,Autographiviridae_1,Slopekvirinae_1,Drulisvirus_1,ICTV VMR38
NC_047857,Autographivirales,Autographiviridae_1,Slopekvirinae_1,Drulisvirus_1,ICTV VMR38
NC_028670,Autographivirales,Autographiviridae_1,Slopekvirinae_1,Drulisvirus_1,ICTV VMR38
NC_028664,Autographivirales,Autographiviridae_1,Slopekvirinae_1,Drulisvirus_1,ICTV VMR38
NC_019454,Autographivirales,Autographiviridae_1,Slopekvirinae_1,,ICTV VMR38
NC_047779,Autographivirales,Autographiviridae_1,Slopekvirinae_1,Drulisvirus_1,ICTV VMR38
NC_047783,Autographivirales,Autographiviridae_1,Slopekvirinae_1,Drulisvirus_1,ICTV VMR38
NC_023567,Autographivirales,Autographiviridae_1,Slopekvirinae_1,Drulisvirus_1,ICTV VMR38
NC_029081,Autographivirales,Autographiviridae_1,Slopekvirinae_1,Phimunavirus,ICTV VMR38
NC_048119,Autographivirales,Autographiviridae_1,Slopekvirinae_1,Phimunavirus,ICTV VMR38
NC_048118,Autographivirales,Autographiviridae_1,Slopekvirinae_1,Phimunavirus,ICTV VMR38
NC_013649,Autographivirales,Autographiviridae_1,Slopekvirinae_1,Drulisvirus_1,ICTV VMR38
NC_005045,Autographivirales,Autographiviridae_1,Krylovirinae,Phikmvvirus,ICTV VMR38
NC_027980,Autographivirales,Autographiviridae_1,Slopekvirinae_1,,ICTV VMR38
NC_047759,Autographivirales,Autographiviridae_1,Slopekvirinae_1,Kotilavirus,ICTV VMR38
NC_047758,Autographivirales,Autographiviridae_1,Slopekvirinae_1,Kotilavirus,ICTV VMR38
NC_048103,Autographivirales,Autographiviridae_1,Slopekvirinae_1,Kotilavirus,ICTV VMR38
NC_031068,Autographivirales,Autographiviridae_1,Slopekvirinae_1,,ICTV VMR38
NC_041854,Autographivirales,Autographiviridae_1,Slopekvirinae_1,Phimunavirus,ICTV VMR38
NC_048120,Autographivirales,Autographiviridae_1,Slopekvirinae_1,Phimunavirus,ICTV VMR38
NC_031096,Autographivirales,Autographiviridae_1,Slopekvirinae_1,Phimunavirus,ICTV VMR38
NC_048117,Autographivirales,Autographiviridae_1,Slopekvirinae_1,Phimunavirus,ICTV VMR38
NC_042131,Autographivirales,Autographiviridae_1,Slopekvirinae_1,Phimunavirus,ICTV VMR38
NC_048116,Autographivirales,Autographiviridae_1,Slopekvirinae_1,Phimunavirus,ICTV VMR38
NC_048058,Autographivirales,Autographiviridae_1,Slopekvirinae_1,Phimunavirus,ICTV VMR38
NC_048056,Autographivirales,Autographiviridae_1,Slopekvirinae_1,Phimunavirus,ICTV VMR38
NC_048061,Autographivirales,Autographiviridae_1,Slopekvirinae_1,Phimunavirus,ICTV VMR38
NC_031246,Autographivirales,Autographiviridae_1,Slopekvirinae_1,Drulisvirus_1,ICTV VMR38
NC_048142,Autographivirales,Autographiviridae_1,Beijerinckvirinae,Friunavirus,ICTV VMR38
NC_047811,Autographivirales,Autographiviridae_1,Slopekvirinae_1,Drulisvirus_1,ICTV VMR38
NC_011107,Autographivirales,Autographiviridae_1,Krylovirinae,Phikmvvirus,ICTV VMR38
NC_025457,Autographivirales,Autographiviridae_1,Beijerinckvirinae,,ICTV VMR38
NC_023570,Autographivirales,Autographiviridae_1,Beijerinckvirinae,,ICTV VMR38
NC_048081,Autographivirales,Autographiviridae_1,Beijerinckvirinae,Friunavirus,ICTV VMR38
NC_028848,Autographivirales,Autographiviridae_1,Beijerinckvirinae,Friunavirus,ICTV VMR38
NC_028987,Autographivirales,Autographiviridae_1,Beijerinckvirinae,Friunavirus,ICTV VMR38
NC_042006,Autographivirales,Autographiviridae_1,Beijerinckvirinae,Friunavirus,ICTV VMR38
NC_041915,Autographivirales,Autographiviridae_1,Beijerinckvirinae,Friunavirus,ICTV VMR38
NC_042007,Autographivirales,Autographiviridae_1,Beijerinckvirinae,Friunavirus,ICTV VMR38
NC_042005,Autographivirales,Autographiviridae_1,Beijerinckvirinae,Friunavirus,ICTV VMR38
NC_041914,Autographivirales,Autographiviridae_1,Beijerinckvirinae,Friunavirus,ICTV VMR38
NC_021316,Autographivirales,Autographiviridae_1,Beijerinckvirinae,Friunavirus,ICTV VMR38
NC_047896,Autographivirales,Autographiviridae_1,Beijerinckvirinae,Friunavirus,ICTV VMR38
NC_047883,Autographivirales,Autographiviridae_1,Beijerinckvirinae,Friunavirus,ICTV VMR38
NC_028679,Autographivirales,Autographiviridae_1,Beijerinckvirinae,Friunavirus,ICTV VMR38
NC_028684,Autographivirales,Autographiviridae_1,Beijerinckvirinae,Friunavirus,ICTV VMR38
NC_047944,Autographivirales,Autographiviridae_1,Slopekvirinae_1,,ICTV VMR38
NC_048172,Autographivirales,Autographiviridae_1,Slopekvirinae_1,Drulisvirus_2,ICTV VMR38
NC_047787,Autographivirales,Autographiviridae_1,Slopekvirinae_1,Drulisvirus_2,ICTV VMR38
NC_047849,Autographivirales,Autographiviridae_1,Slopekvirinae_1,Drulisvirus_2,ICTV VMR38
NC_031025,Autographivirales,Autographiviridae_1,Slopekvirinae_1,Drulisvirus_1,ICTV VMR38
NC_021337,Autographivirales,Autographiviridae_1,Beijerinckvirinae,,ICTV VMR38
NC_048076,Autographivirales,Autographiviridae_1,Beijerinckvirinae,Friunavirus,ICTV VMR38
NC_041967,Autographivirales,Autographiviridae_1,Beijerinckvirinae,Friunavirus,ICTV VMR38
